name,pa_url,source_url,org_category,org_classification,popit_id
Police,http://www.pa.org.za/organisation/police/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/216,political,National Assembly Committees,za.org.pa.www/core_organisation/216
"Portfolio Committee On Agriculture, Forestry and Fisheries",http://www.pa.org.za/organisation/portfolio-committee-on-agriculture-forestry-and-fisheries/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/111,political,Committee,za.org.pa.www/core_organisation/111
Portfolio Committee On Arts and Culture,http://www.pa.org.za/organisation/portfolio-committee-on-arts-and-culture/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/110,political,Committee,za.org.pa.www/core_organisation/110
Portfolio Committee On Basic Education,http://www.pa.org.za/organisation/portfolio-committee-on-basic-education/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/114,political,Committee,za.org.pa.www/core_organisation/114
Portfolio Committee On Communications,http://www.pa.org.za/organisation/portfolio-committee-on-communications/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/113,political,Committee,za.org.pa.www/core_organisation/113
Portfolio Committee on Co-operative Governance and Traditional Affairs,http://www.pa.org.za/organisation/portfolio-committee-on-co-operative-governance-and-traditional-affairs/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/137,political,Committee,za.org.pa.www/core_organisation/137
Portfolio Committee On Correctional Services,http://www.pa.org.za/organisation/portfolio-committee-on-correctional-services/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/112,political,Committee,za.org.pa.www/core_organisation/112
Portfolio Committee On Defence and Military Veterans,http://www.pa.org.za/organisation/portfolio-committee-on-defence-and-military-veterans/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/115,political,Committee,za.org.pa.www/core_organisation/115
Portfolio Committee On Economic Development,http://www.pa.org.za/organisation/portfolio-committee-on-economic-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/123,political,Committee,za.org.pa.www/core_organisation/123
Portfolio Committee On Energy,http://www.pa.org.za/organisation/portfolio-committee-on-energy/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/100,political,Committee,za.org.pa.www/core_organisation/100
Portfolio Committee on Finance,http://www.pa.org.za/organisation/portfolio-committee-on-finance/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/95,political,Committee,za.org.pa.www/core_organisation/95
Portfolio Committee On Health,http://www.pa.org.za/organisation/portfolio-committee-on-health/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/126,political,Committee,za.org.pa.www/core_organisation/126
Portfolio Committee On Higher Education and Training,http://www.pa.org.za/organisation/portfolio-committee-on-higher-education-and-training/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/91,political,Committee,za.org.pa.www/core_organisation/91
Portfolio Committee On Home Affairs,http://www.pa.org.za/organisation/portfolio-committee-on-home-affairs/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/129,political,Committee,za.org.pa.www/core_organisation/129
Portfolio Committee On Human Settlements,http://www.pa.org.za/organisation/portfolio-committee-on-human-settlements/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/128,political,Committee,za.org.pa.www/core_organisation/128
Portfolio Committee On International Relations and Co-operation,http://www.pa.org.za/organisation/portfolio-committee-on-international-relations-and-co-operation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/127,political,Committee,za.org.pa.www/core_organisation/127
Portfolio Committee On Justice and Constitutional Development,http://www.pa.org.za/organisation/portfolio-committee-on-justice-and-constitutional-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/131,political,Committee,za.org.pa.www/core_organisation/131
Portfolio Committee On Labour,http://www.pa.org.za/organisation/portfolio-committee-on-labour/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/130,political,Committee,za.org.pa.www/core_organisation/130
Portfolio Committee On Mining,http://www.pa.org.za/organisation/portfolio-committee-on-mining/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/94,political,Committee,za.org.pa.www/core_organisation/94
Portfolio Committee On Police,http://www.pa.org.za/organisation/portfolio-committee-on-police/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/97,political,Committee,za.org.pa.www/core_organisation/97
Portfolio Committee On Public Enterprises,http://www.pa.org.za/organisation/portfolio-committee-on-public-enterprises/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/101,political,Committee,za.org.pa.www/core_organisation/101
Portfolio Committee On Public Service and Administration,http://www.pa.org.za/organisation/portfolio-committee-on-public-service-and-administration/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/102,political,Committee,za.org.pa.www/core_organisation/102
Portfolio Committee On Public Works,http://www.pa.org.za/organisation/portfolio-committee-on-public-works/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/96,political,Committee,za.org.pa.www/core_organisation/96
Portfolio Committee On Rural Development and Land Reform,http://www.pa.org.za/organisation/portfolio-committee-on-rural-development-and-land-reform/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/92,political,Committee,za.org.pa.www/core_organisation/92
Portfolio Committee On Science and Technology,http://www.pa.org.za/organisation/portfolio-committee-on-science-and-technology/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/98,political,Committee,za.org.pa.www/core_organisation/98
Portfolio Committee On Social Development,http://www.pa.org.za/organisation/portfolio-committee-on-social-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/99,political,Committee,za.org.pa.www/core_organisation/99
Portfolio Committee On Sport and Recreation,http://www.pa.org.za/organisation/portfolio-committee-on-sport-and-recreation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/106,political,Committee,za.org.pa.www/core_organisation/106
Portfolio Committee On Tourism,http://www.pa.org.za/organisation/portfolio-committee-on-tourism/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/93,political,Committee,za.org.pa.www/core_organisation/93
Portfolio Committee On Trade and Industry,http://www.pa.org.za/organisation/portfolio-committee-on-trade-and-industry/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/107,political,Committee,za.org.pa.www/core_organisation/107
Portfolio Committee On Transport,http://www.pa.org.za/organisation/portfolio-committee-on-transport/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/133,political,Committee,za.org.pa.www/core_organisation/133
Portfolio Committee On Water and Environmental Affairs,http://www.pa.org.za/organisation/portfolio-committee-on-water-and-environmental-affairs/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/132,political,Committee,za.org.pa.www/core_organisation/132
"Portfolio Committee On Women, Youth, Children and People with Disabilities",http://www.pa.org.za/organisation/portfolio-committee-on-women-youth-children-and-people-with-disabilities/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/122,political,Committee,za.org.pa.www/core_organisation/122
Powers and Privileges of Parliament,http://www.pa.org.za/organisation/powers-and-privileges-of-parliament/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/217,,Ad Hoc Committees,za.org.pa.www/core_organisation/217
Premier and Royal Household Committee,http://www.pa.org.za/organisation/premier-and-royal-household-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/738,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/738
Presidency,http://www.pa.org.za/organisation/presidency/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/218,,Ad Hoc Committees,za.org.pa.www/core_organisation/218
Presidency - National Planning Commission,http://www.pa.org.za/organisation/presidency-national-planning-commission/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/219,,Ad Hoc Committees,za.org.pa.www/core_organisation/219
Presidency - Performance Monitoring and Evaluation,http://www.pa.org.za/organisation/presidency-performance-monitoring-and-evaluation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/220,,Ad Hoc Committees,za.org.pa.www/core_organisation/220
Prevention of Organised Crime Second Amendment Bill,http://www.pa.org.za/organisation/prevention-of-organised-crime-second-amendment-bill/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/221,,Ad Hoc Committees,za.org.pa.www/core_organisation/221
Private Members' Legislative Proposals and Special Petitions,http://www.pa.org.za/organisation/private-members-legislative-proposals-and-special-petitions/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/222,political,National Assembly Committees,za.org.pa.www/core_organisation/222
Promotion of Access to Information Bill (Open Democracy Bill),http://www.pa.org.za/organisation/promotion-of-access-to-information-bill-open-democracy-bill/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/223,,Ad Hoc Committees,za.org.pa.www/core_organisation/223
Promotion of Equality and Prevention of Unfair Discrimination Bill,http://www.pa.org.za/organisation/promotion-of-equality-and-prevention-of-unfair-discrimination-bill/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/224,,Ad Hoc Committees,za.org.pa.www/core_organisation/224
Provincial Treasury,http://www.pa.org.za/organisation/provincial-treasury/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/701,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/701
Public Accounts,http://www.pa.org.za/organisation/public-accounts/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/225,political,National Assembly Committees,za.org.pa.www/core_organisation/225
Public Accounts Committee,http://www.pa.org.za/organisation/public-accounts-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/686,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/686
Public Accounts Committee Alt,http://www.pa.org.za/organisation/public-accounts-committee-alt/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/705,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/705
Public Audit Function,http://www.pa.org.za/organisation/public-audit-function/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/226,,Ad Hoc Committees,za.org.pa.www/core_organisation/226
Public Enterprises,http://www.pa.org.za/organisation/public-enterprises/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/227,political,National Assembly Committees,za.org.pa.www/core_organisation/227
Public Protector Report on National Prosecuting Authority,http://www.pa.org.za/organisation/public-protector-report-on-national-prosecuting-authority/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/228,,Ad Hoc Committees,za.org.pa.www/core_organisation/228
Public Service and Administration,http://www.pa.org.za/organisation/public-service-and-administration/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/229,political,National Assembly Committees,za.org.pa.www/core_organisation/229
Public Works,http://www.pa.org.za/organisation/public-works/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/230,political,National Assembly Committees,za.org.pa.www/core_organisation/230
Public Works Committee,http://www.pa.org.za/organisation/public-works-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/752,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/752
Quality of Life Committee,http://www.pa.org.za/organisation/quality-of-life-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/746,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/746
Reparation Committee,http://www.pa.org.za/organisation/reparation-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/231,,Ad Hoc Committees,za.org.pa.www/core_organisation/231
Report 13 of Public Protector,http://www.pa.org.za/organisation/report-13-of-public-protector/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/232,,Ad Hoc Committees,za.org.pa.www/core_organisation/232
Report of SA Law Commission on Surrogate Motherhood,http://www.pa.org.za/organisation/report-of-sa-law-commission-on-surrogate-motherhood/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/233,,Ad Hoc Committees,za.org.pa.www/core_organisation/233
Review of State Institutions Supporting Constitutional Democracy,http://www.pa.org.za/organisation/review-of-state-institutions-supporting-constitutional-democracy/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/234,,Ad Hoc Committees,za.org.pa.www/core_organisation/234
Rules Committee,http://www.pa.org.za/organisation/rules-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/681,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/681
Rules of the National Assembly,http://www.pa.org.za/organisation/rules-of-the-national-assembly/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/235,political,National Assembly Committees,za.org.pa.www/core_organisation/235
Rural Development and Land Reform,http://www.pa.org.za/organisation/rural-development-and-land-reform/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/236,political,National Assembly Committees,za.org.pa.www/core_organisation/236
Science and Technology,http://www.pa.org.za/organisation/science-and-technology/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/237,political,National Assembly Committees,za.org.pa.www/core_organisation/237
SCOPA Committee,http://www.pa.org.za/organisation/scopa-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/736,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/736
Select Committee On Appropriations,http://www.pa.org.za/organisation/select-committee-on-appropriations/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/124,political,Committee,za.org.pa.www/core_organisation/124
Select Committee on Co-operative Governance and Traditional Affairs,http://www.pa.org.za/organisation/select-committee-on-co-operative-governance-and-traditional-affairs/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/120,political,Committee,za.org.pa.www/core_organisation/120
Select Committee On Economic Development,http://www.pa.org.za/organisation/select-committee-on-economic-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/108,political,Committee,za.org.pa.www/core_organisation/108
Select Committee On Education And Recreation,http://www.pa.org.za/organisation/select-committee-on-education-and-recreation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/109,political,Committee,za.org.pa.www/core_organisation/109
Select Committee on Finance,http://www.pa.org.za/organisation/select-committee-on-finance/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/116,political,Committee,za.org.pa.www/core_organisation/116
Select Committee On Labour And Public Enterprises,http://www.pa.org.za/organisation/select-committee-on-labour-and-public-enterprises/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/88,political,Committee,za.org.pa.www/core_organisation/88
Select Committee On Land And Environmental Affairs,http://www.pa.org.za/organisation/select-committee-on-land-and-environmental-affairs/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/103,political,Committee,za.org.pa.www/core_organisation/103
Select Committee On Public Services,http://www.pa.org.za/organisation/select-committee-on-public-services/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/104,political,Committee,za.org.pa.www/core_organisation/104
Select Committee On Security And Constitutional Development,http://www.pa.org.za/organisation/select-committee-on-security-and-constitutional-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/105,political,Committee,za.org.pa.www/core_organisation/105
Select Committee On Social Services,http://www.pa.org.za/organisation/select-committee-on-social-services/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/87,political,Committee,za.org.pa.www/core_organisation/87
Select Committee On Trade And International Relations,http://www.pa.org.za/organisation/select-committee-on-trade-and-international-relations/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/121,political,Committee,za.org.pa.www/core_organisation/121
"Select Committee on Women, Children and People with Disabilities",http://www.pa.org.za/organisation/select-committee-on-women-children-and-people-with-disabilities/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/119,political,Committee,za.org.pa.www/core_organisation/119
Social Development,http://www.pa.org.za/organisation/social-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/238,political,National Assembly Committees,za.org.pa.www/core_organisation/238
Social Development Committee,http://www.pa.org.za/organisation/social-development-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/747,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/747
Sport and Recreation,http://www.pa.org.za/organisation/sport-and-recreation/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/239,political,National Assembly Committees,za.org.pa.www/core_organisation/239
Sports and Recreation Committee,http://www.pa.org.za/organisation/sports-and-recreation-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/749,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/749
Standing Committee on Agriculture,http://www.pa.org.za/organisation/standing-committee-on-agriculture/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/704,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/704
Standing Committee on Agriculture and environmental Planning,http://www.pa.org.za/organisation/standing-committee-on-agriculture-and-environmental-planning/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/687,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/687
Standing Committee on Appropriations,http://www.pa.org.za/organisation/standing-committee-on-appropriations/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/136,political,Committee,za.org.pa.www/core_organisation/136
Standing Committee on Auditor General,http://www.pa.org.za/organisation/standing-committee-on-auditor-general/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/240,political,National Assembly Committees,za.org.pa.www/core_organisation/240
Standing Committee on Community Development,http://www.pa.org.za/organisation/standing-committee-on-community-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/688,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/688
Standing Committee on Community Safety,http://www.pa.org.za/organisation/standing-committee-on-community-safety/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/682,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/682
Standing Committee on Cultural Affairs and Sport,http://www.pa.org.za/organisation/standing-committee-on-cultural-affairs-and-sport/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/708,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/708
Standing Committee on Education,http://www.pa.org.za/organisation/standing-committee-on-education/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/689,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/689
Standing Committee on Environmental Affairs and Development Planning,http://www.pa.org.za/organisation/standing-committee-on-environmental-affairs-and-development-planning/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/706,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/706
Standing Committee On Finance,http://www.pa.org.za/organisation/standing-committee-on-finance/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/118,political,Committee,za.org.pa.www/core_organisation/118
Standing Committee on Finance and Economic Development,http://www.pa.org.za/organisation/standing-committee-on-finance-and-economic-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/695,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/695
Standing Committee on Finance and Economic Development Alt,http://www.pa.org.za/organisation/standing-committee-on-finance-and-economic-development-alt/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/707,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/707
Standing Committee on Health,http://www.pa.org.za/organisation/standing-committee-on-health/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/692,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/692
Standing Committee on Human Settlement,http://www.pa.org.za/organisation/standing-committee-on-human-settlement/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/696,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/696
Standing Committee on Local Government,http://www.pa.org.za/organisation/standing-committee-on-local-government/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/698,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/698
Standing Committee on Local Government Oversight,http://www.pa.org.za/organisation/standing-committee-on-local-government-oversight/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/697,political,Western-Cape-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/697
Standing Committee on Local Government Oversight Alt,http://www.pa.org.za/organisation/standing-committee-on-local-government-oversight-alt/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/711,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/711
Standing Committee on Premier,http://www.pa.org.za/organisation/standing-committee-on-premier/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/683,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/683
Standing Committee on Public Accounts,http://www.pa.org.za/organisation/standing-committee-on-public-accounts/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/125,political,Committee,za.org.pa.www/core_organisation/125
Standing Committee on Social Development,http://www.pa.org.za/organisation/standing-committee-on-social-development/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/690,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/690
State Security,http://www.pa.org.za/organisation/state-security/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/241,,National Assembly Committees,za.org.pa.www/core_organisation/241
Task Group on Sexual Abuse of Children,http://www.pa.org.za/organisation/task-group-on-sexual-abuse-of-children/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/242,,Ad Hoc Committees,za.org.pa.www/core_organisation/242
Tourism,http://www.pa.org.za/organisation/tourism/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/243,political,National Assembly Committees,za.org.pa.www/core_organisation/243
Trade and Industry,http://www.pa.org.za/organisation/trade-and-industry/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/244,political,National Assembly Committees,za.org.pa.www/core_organisation/244
Transport,http://www.pa.org.za/organisation/transport/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/245,political,National Assembly Committees,za.org.pa.www/core_organisation/245
Transport and Public Works,http://www.pa.org.za/organisation/transport-and-public-works/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/702,political,Western-Cape-Provincial-Committee,za.org.pa.www/core_organisation/702
Transport Committee,http://www.pa.org.za/organisation/transport-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/737,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/737
Water Affairs and Environmental Affairs,http://www.pa.org.za/organisation/water-affairs-and-environmental-affairs/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/246,political,National Assembly Committees,za.org.pa.www/core_organisation/246
"Women, Youth, Children and People with Disability",http://www.pa.org.za/organisation/women-youth-children-and-people-with-disability/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/247,political,National Assembly Committees,za.org.pa.www/core_organisation/247
Working Group on African Union,http://www.pa.org.za/organisation/working-group-on-african-union/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/248,,Ad Hoc Committees,za.org.pa.www/core_organisation/248
Works Committee,http://www.pa.org.za/organisation/works-committee/,http://za-new-import.popit.mysociety.org/api/v0.1/organizations/za.org.pa.www/core_organisation/751,political,Kwazulu-Natal-Provincial-Legislature-Committee,za.org.pa.www/core_organisation/751
